row_index,record_id,y,split
2425,R02425,0,test
2426,R02426,0,train
2427,R02427,0,train
2428,R02428,0,train
2429,R02429,0,train
2430,R02430,0,train
2431,R02431,0,train
2432,R02432,0,train
2433,R02433,0,train
2434,R02434,0,train
2435,R02435,0,train
2436,R02436,0,train
2437,R02437,1,val
2438,R02438,0,train
2439,R02439,0,train
2440,R02440,0,val
2441,R02441,0,train
2442,R02442,0,train
2443,R02443,0,train
2444,R02444,0,test
2445,R02445,0,train
2446,R02446,0,test
2447,R02447,0,train
2448,R02448,1,val
2449,R02449,0,test
2450,R02450,1,train
2451,R02451,0,train
2452,R02452,0,train
2453,R02453,0,train
2454,R02454,0,test
2455,R02455,0,train
2456,R02456,1,train
2457,R02457,0,test
2458,R02458,0,train
2459,R02459,0,train
2460,R02460,0,train
2461,R02461,0,train
2462,R02462,0,train
2463,R02463,0,train
2464,R02464,0,test
2465,R02465,0,train
2466,R02466,0,test
2467,R02467,0,train
2468,R02468,0,train
2469,R02469,0,train
2470,R02470,0,test
2471,R02471,0,train
2472,R02472,0,train
2473,R02473,0,train
2474,R02474,0,val
2475,R02475,0,train
2476,R02476,0,test
2477,R02477,0,train
2478,R02478,0,train
2479,R02479,0,train
2480,R02480,0,val
2481,R02481,0,val
2482,R02482,0,train
2483,R02483,0,test
2484,R02484,0,train
2485,R02485,0,val
2486,R02486,0,train
2487,R02487,0,train
2488,R02488,0,train
2489,R02489,0,test
2490,R02490,0,train
2491,R02491,0,train
2492,R02492,0,train
2493,R02493,0,train
2494,R02494,1,train
2495,R02495,0,train
2496,R02496,0,train
2497,R02497,0,val
2498,R02498,0,test
2499,R02499,0,train
2500,R02500,0,test
2501,R02501,0,train
2502,R02502,0,val
2503,R02503,0,train
2504,R02504,0,test
2505,R02505,0,val
2506,R02506,0,train
2507,R02507,1,train
2508,R02508,0,val
2509,R02509,0,train
2510,R02510,0,train
2511,R02511,0,val
2512,R02512,0,train
2513,R02513,0,train
2514,R02514,0,val
2515,R02515,0,train
2516,R02516,0,train
2517,R02517,0,train
2518,R02518,0,train
2519,R02519,0,train
2520,R02520,0,train
2521,R02521,0,val
2522,R02522,0,train
2523,R02523,0,train
2524,R02524,0,train
2525,R02525,0,train
2526,R02526,0,train
2527,R02527,0,train
2528,R02528,1,train
2529,R02529,0,val
2530,R02530,0,test
2531,R02531,0,train
2532,R02532,0,train
2533,R02533,0,train
2534,R02534,0,train
2535,R02535,0,val
2536,R02536,0,train
2537,R02537,0,val
2538,R02538,0,test
2539,R02539,0,train
2540,R02540,0,test
2541,R02541,0,val
2542,R02542,0,val
2543,R02543,0,train
2544,R02544,0,train
2545,R02545,0,train
2546,R02546,0,train
2547,R02547,0,train
2548,R02548,0,train
2549,R02549,0,train
2550,R02550,0,test
2551,R02551,0,train
2552,R02552,0,train
2553,R02553,0,train
2554,R02554,0,train
2555,R02555,0,train
2556,R02556,0,train
2557,R02557,0,train
2558,R02558,0,train
2559,R02559,0,val
2560,R02560,0,train
2561,R02561,0,train
2562,R02562,0,val
2563,R02563,0,val
2564,R02564,0,train
2565,R02565,0,train
2566,R02566,0,test
2567,R02567,0,test
2568,R02568,0,train
2569,R02569,0,train
2570,R02570,0,train
2571,R02571,0,train
2572,R02572,0,train
2573,R02573,0,val
2574,R02574,0,val
2575,R02575,0,train
2576,R02576,0,train
2577,R02577,0,train
2578,R02578,0,train
2579,R02579,0,train
2580,R02580,1,train
2581,R02581,0,train
2582,R02582,0,train
2583,R02583,0,val
2584,R02584,0,train
2585,R02585,1,train
2586,R02586,0,val
2587,R02587,0,train
2588,R02588,0,val
2589,R02589,0,train
2590,R02590,0,test
2591,R02591,0,train
2592,R02592,0,train
2593,R02593,0,train
2594,R02594,0,train
2595,R02595,0,val
2596,R02596,0,train
2597,R02597,0,train
2598,R02598,0,train
2599,R02599,0,train
2600,R02600,0,train
2601,R02601,0,train
2602,R02602,0,val
2603,R02603,0,train
2604,R02604,0,train
2605,R02605,0,train
2606,R02606,0,train
2607,R02607,1,val
2608,R02608,0,train
2609,R02609,0,val
2610,R02610,0,train
2611,R02611,0,train
2612,R02612,0,train
2613,R02613,0,train
2614,R02614,0,train
2615,R02615,0,train
2616,R02616,0,test
2617,R02617,0,train
2618,R02618,0,train
2619,R02619,0,train
2620,R02620,0,train
2621,R02621,0,train
2622,R02622,0,train
2623,R02623,0,val
2624,R02624,0,train
2625,R02625,0,val
2626,R02626,0,test
2627,R02627,0,train
2628,R02628,0,test
2629,R02629,0,train
2630,R02630,1,train
2631,R02631,0,train
2632,R02632,0,train
2633,R02633,1,train
2634,R02634,1,train
2635,R02635,0,val
2636,R02636,0,train
2637,R02637,0,train
2638,R02638,0,train
2639,R02639,0,test
2640,R02640,0,val
2641,R02641,0,train
2642,R02642,0,train
2643,R02643,0,train
2644,R02644,0,train
2645,R02645,0,train
2646,R02646,0,test
2647,R02647,0,train
2648,R02648,0,train
2649,R02649,0,train
2650,R02650,0,test
2651,R02651,0,test
2652,R02652,0,val
2653,R02653,0,test
2654,R02654,0,test
2655,R02655,0,val
2656,R02656,0,train
2657,R02657,0,train
2658,R02658,0,test
2659,R02659,0,train
2660,R02660,0,train
2661,R02661,0,val
2662,R02662,1,val
2663,R02663,0,val
2664,R02664,1,train
2665,R02665,0,train
2666,R02666,1,val
2667,R02667,0,test
2668,R02668,0,train
2669,R02669,0,train
2670,R02670,0,train
2671,R02671,0,train
2672,R02672,0,train
2673,R02673,1,train
2674,R02674,0,test
2675,R02675,0,train
2676,R02676,0,train
2677,R02677,0,train
2678,R02678,0,train
2679,R02679,0,train
2680,R02680,0,test
2681,R02681,0,test
2682,R02682,0,train
2683,R02683,1,test
2684,R02684,0,train
2685,R02685,0,train
2686,R02686,0,train
2687,R02687,0,train
2688,R02688,0,test
2689,R02689,0,train
2690,R02690,0,val
2691,R02691,0,train
2692,R02692,0,test
2693,R02693,0,val
2694,R02694,0,test
2695,R02695,0,train
2696,R02696,0,train
2697,R02697,0,train
2698,R02698,0,train
2699,R02699,0,train
2700,R02700,0,train
2701,R02701,0,train
2702,R02702,0,train
2703,R02703,0,train
2704,R02704,0,train
2705,R02705,0,train
2706,R02706,0,train
2707,R02707,0,train
2708,R02708,0,val
2709,R02709,0,train
2710,R02710,0,val
2711,R02711,0,train
2712,R02712,0,test
2713,R02713,0,train
2714,R02714,0,test
2715,R02715,0,val
2716,R02716,0,test
2717,R02717,0,test
2718,R02718,0,test
2719,R02719,0,train
2720,R02720,0,train
2721,R02721,0,train
2722,R02722,0,train
2723,R02723,0,val
2724,R02724,0,train
2725,R02725,0,val
2726,R02726,0,train
2727,R02727,0,train
2728,R02728,0,train
2729,R02729,0,test
2730,R02730,0,train
2731,R02731,0,test
2732,R02732,0,train
2733,R02733,0,train
2734,R02734,0,train
2735,R02735,0,train
2736,R02736,0,val
2737,R02737,0,train
2738,R02738,0,train
2739,R02739,0,test
2740,R02740,0,train
2741,R02741,0,val
2742,R02742,0,train
2743,R02743,0,test
2744,R02744,1,train
2745,R02745,0,train
2746,R02746,0,train
2747,R02747,0,train
2748,R02748,0,test
2749,R02749,0,train
2750,R02750,0,train
2751,R02751,0,train
2752,R02752,0,val
2753,R02753,0,train
2754,R02754,0,train
2755,R02755,0,train
2756,R02756,0,test
2757,R02757,0,train
2758,R02758,0,train
2759,R02759,1,train
2760,R02760,0,train
2761,R02761,0,train
2762,R02762,1,train
2763,R02763,0,train
2764,R02764,0,val
2765,R02765,0,test
2766,R02766,0,train
2767,R02767,0,test
2768,R02768,0,train
2769,R02769,1,train
2770,R02770,0,test
2771,R02771,0,test
2772,R02772,0,train
2773,R02773,0,train
2774,R02774,0,train
2775,R02775,0,test
2776,R02776,0,train
2777,R02777,0,train
2778,R02778,0,train
2779,R02779,1,train
2780,R02780,0,val
2781,R02781,0,train
2782,R02782,0,train
2783,R02783,0,train
2784,R02784,1,test
2785,R02785,0,train
2786,R02786,0,train
2787,R02787,0,train
2788,R02788,0,test
2789,R02789,0,train
2790,R02790,0,train
2791,R02791,1,test
2792,R02792,0,val
2793,R02793,0,train
2794,R02794,0,train
2795,R02795,0,train
2796,R02796,0,train
2797,R02797,1,train
2798,R02798,0,train
2799,R02799,0,train
2800,R02800,0,train
2801,R02801,0,train
2802,R02802,1,train
2803,R02803,0,val
2804,R02804,0,train
2805,R02805,0,train
2806,R02806,0,val
2807,R02807,0,train
2808,R02808,0,val
2809,R02809,1,train
2810,R02810,0,train
2811,R02811,0,val
2812,R02812,0,test
2813,R02813,1,train
2814,R02814,0,test
2815,R02815,0,train
2816,R02816,0,test
2817,R02817,0,train
2818,R02818,0,train
2819,R02819,0,train
2820,R02820,0,train
2821,R02821,0,train
2822,R02822,0,train
2823,R02823,1,train
2824,R02824,0,train
2825,R02825,0,test
2826,R02826,0,train
2827,R02827,0,train
2828,R02828,0,val
2829,R02829,0,train
2830,R02830,0,train
2831,R02831,0,test
2832,R02832,0,val
2833,R02833,0,val
2834,R02834,0,test
2835,R02835,0,train
2836,R02836,0,test
2837,R02837,0,test
2838,R02838,0,train
2839,R02839,0,test
2840,R02840,0,train
2841,R02841,0,val
2842,R02842,0,val
2843,R02843,0,train
2844,R02844,0,test
2845,R02845,0,test
2846,R02846,0,val
2847,R02847,0,train
2848,R02848,0,train
2849,R02849,0,train
2850,R02850,0,test
2851,R02851,0,train
2852,R02852,0,train
2853,R02853,0,test
2854,R02854,0,train
2855,R02855,0,train
2856,R02856,1,val
2857,R02857,0,train
2858,R02858,1,train
2859,R02859,0,train
2860,R02860,0,train
2861,R02861,0,test
2862,R02862,0,test
2863,R02863,0,train
2864,R02864,0,val
2865,R02865,0,test
2866,R02866,0,test
2867,R02867,0,train
2868,R02868,0,train
2869,R02869,0,train
2870,R02870,0,train
2871,R02871,0,val
2872,R02872,0,train
2873,R02873,0,test
2874,R02874,0,test
2875,R02875,0,train
2876,R02876,0,test
2877,R02877,0,test
2878,R02878,1,train
2879,R02879,0,train
2880,R02880,0,train
2881,R02881,0,train
2882,R02882,0,train
2883,R02883,0,train
2884,R02884,0,train
2885,R02885,0,train
2886,R02886,0,train
2887,R02887,0,train
2888,R02888,0,train
2889,R02889,0,val
2890,R02890,0,train
2891,R02891,0,test
2892,R02892,0,val
2893,R02893,0,val
2894,R02894,1,train
2895,R02895,0,test
2896,R02896,1,train
2897,R02897,0,train
2898,R02898,0,val
2899,R02899,0,test
2900,R02900,0,val
2901,R02901,0,train
2902,R02902,0,val
2903,R02903,0,train
2904,R02904,0,train
2905,R02905,0,train
2906,R02906,0,train
2907,R02907,0,train
2908,R02908,0,val
2909,R02909,0,train
2910,R02910,0,train
2911,R02911,0,train
2912,R02912,0,val
2913,R02913,0,train
2914,R02914,0,test
2915,R02915,0,train
2916,R02916,0,val
2917,R02917,0,train
2918,R02918,0,train
2919,R02919,0,train
2920,R02920,0,val
2921,R02921,0,train
2922,R02922,0,train
2923,R02923,0,test
2924,R02924,0,train
2925,R02925,0,train
2926,R02926,0,train
2927,R02927,0,val
2928,R02928,0,train
2929,R02929,0,val
2930,R02930,0,test
2931,R02931,0,test
2932,R02932,0,train
2933,R02933,0,train
2934,R02934,1,test
2935,R02935,0,val
2936,R02936,0,test
2937,R02937,1,train
2938,R02938,0,val
2939,R02939,0,test
2940,R02940,0,val
2941,R02941,0,train
2942,R02942,0,test
2943,R02943,0,test
2944,R02944,0,train
2945,R02945,0,train
2946,R02946,0,test
2947,R02947,0,train
2948,R02948,0,test
2949,R02949,0,val
2950,R02950,0,val
2951,R02951,0,test
2952,R02952,0,test
2953,R02953,1,train
2954,R02954,0,train
2955,R02955,0,train
2956,R02956,0,train
2957,R02957,0,train
2958,R02958,0,train
2959,R02959,0,val
2960,R02960,0,val
2961,R02961,0,val
2962,R02962,0,test
2963,R02963,0,train
2964,R02964,0,train
2965,R02965,0,test
2966,R02966,0,train
2967,R02967,0,train
2968,R02968,0,train
2969,R02969,0,train
2970,R02970,0,train
2971,R02971,0,train
2972,R02972,0,test
2973,R02973,0,test
2974,R02974,0,train
2975,R02975,0,val
2976,R02976,0,train
2977,R02977,0,train
2978,R02978,0,train
2979,R02979,0,val
2980,R02980,0,val
2981,R02981,1,train
2982,R02982,0,train
2983,R02983,0,train
2984,R02984,0,train
2985,R02985,0,train
2986,R02986,0,val
2987,R02987,0,train
2988,R02988,0,train
2989,R02989,0,train
2990,R02990,0,train
2991,R02991,0,train
2992,R02992,0,val
2993,R02993,0,val
2994,R02994,0,train
2995,R02995,0,train
2996,R02996,0,train
2997,R02997,0,val
2998,R02998,0,train
2999,R02999,0,train
3000,R03000,0,val
3001,R03001,0,val
3002,R03002,0,val
3003,R03003,0,train
3004,R03004,0,train
3005,R03005,0,train
3006,R03006,0,test
3007,R03007,0,test
3008,R03008,0,train
3009,R03009,0,train
3010,R03010,0,train
3011,R03011,0,train
3012,R03012,0,train
3013,R03013,0,train
3014,R03014,0,train
3015,R03015,0,val
3016,R03016,0,train
3017,R03017,0,train
3018,R03018,0,train
3019,R03019,0,train
3020,R03020,0,train
3021,R03021,0,train
3022,R03022,0,train
3023,R03023,0,val
3024,R03024,0,val
3025,R03025,0,train
3026,R03026,0,val
3027,R03027,0,train
3028,R03028,1,train
3029,R03029,0,test
3030,R03030,0,train
3031,R03031,0,train
3032,R03032,0,train
3033,R03033,0,train
3034,R03034,0,train
3035,R03035,0,train
3036,R03036,0,train
3037,R03037,0,train
3038,R03038,0,train
3039,R03039,0,train
3040,R03040,0,val
3041,R03041,0,train
3042,R03042,0,test
3043,R03043,0,test
3044,R03044,0,train
3045,R03045,0,train
3046,R03046,0,val
3047,R03047,0,test
3048,R03048,0,train
3049,R03049,0,train
3050,R03050,0,train
3051,R03051,0,test
3052,R03052,0,val
3053,R03053,0,train
3054,R03054,0,train
3055,R03055,1,train
3056,R03056,0,train
3057,R03057,0,train
3058,R03058,0,test
3059,R03059,0,train
3060,R03060,0,train
3061,R03061,0,val
3062,R03062,0,train
3063,R03063,0,train
3064,R03064,0,train
3065,R03065,0,train
3066,R03066,0,train
3067,R03067,0,train
3068,R03068,0,train
3069,R03069,0,train
3070,R03070,0,val
3071,R03071,0,test
3072,R03072,0,test
3073,R03073,0,train
3074,R03074,0,train
3075,R03075,0,train
3076,R03076,0,train
3077,R03077,0,train
3078,R03078,0,train
3079,R03079,0,test
3080,R03080,0,val
3081,R03081,0,test
3082,R03082,0,train
3083,R03083,1,test
3084,R03084,0,train
3085,R03085,0,val
3086,R03086,0,val
3087,R03087,0,val
3088,R03088,1,val
3089,R03089,0,train
3090,R03090,0,train
3091,R03091,0,val
3092,R03092,0,train
3093,R03093,0,test
3094,R03094,0,train
3095,R03095,0,test
3096,R03096,0,train
3097,R03097,0,train
3098,R03098,0,train
3099,R03099,0,train
3100,R03100,0,train
3101,R03101,0,train
3102,R03102,0,val
3103,R03103,1,test
3104,R03104,0,train
3105,R03105,0,val
3106,R03106,0,train
3107,R03107,0,val
3108,R03108,0,train
3109,R03109,0,val
3110,R03110,0,val
3111,R03111,0,val
3112,R03112,0,train
3113,R03113,0,train
3114,R03114,0,train
3115,R03115,0,train
3116,R03116,0,train
3117,R03117,0,train
3118,R03118,0,train
3119,R03119,0,train
3120,R03120,0,val
3121,R03121,1,train
3122,R03122,0,train
3123,R03123,0,val
3124,R03124,0,train
3125,R03125,0,train
3126,R03126,0,test
3127,R03127,0,train
3128,R03128,0,train
3129,R03129,0,train
3130,R03130,0,train
3131,R03131,0,train
3132,R03132,0,train
3133,R03133,0,train
3134,R03134,0,train
3135,R03135,0,train
3136,R03136,0,train
3137,R03137,0,train
3138,R03138,0,train
3139,R03139,0,val
3140,R03140,0,val
3141,R03141,0,train
3142,R03142,0,train
3143,R03143,0,train
3144,R03144,0,train
3145,R03145,1,train
3146,R03146,0,train
3147,R03147,0,train
3148,R03148,0,test
3149,R03149,0,train
3150,R03150,0,train
3151,R03151,0,train
3152,R03152,0,val
3153,R03153,0,train
3154,R03154,0,train
3155,R03155,0,test
3156,R03156,0,train
3157,R03157,0,train
3158,R03158,0,train
3159,R03159,0,train
3160,R03160,0,train
3161,R03161,0,train
3162,R03162,0,train
3163,R03163,0,train
3164,R03164,0,train
3165,R03165,0,train
3166,R03166,0,train
3167,R03167,0,train
3168,R03168,0,train
3169,R03169,0,train
3170,R03170,0,train
3171,R03171,1,train
3172,R03172,0,train
3173,R03173,0,train
3174,R03174,0,train
3175,R03175,0,train
3176,R03176,0,val
3177,R03177,0,val
3178,R03178,0,train
3179,R03179,0,train
3180,R03180,0,train
3181,R03181,0,test
3182,R03182,0,test
3183,R03183,0,train
3184,R03184,0,test
3185,R03185,0,test
3186,R03186,1,val
3187,R03187,0,train
3188,R03188,0,val
3189,R03189,0,test
3190,R03190,0,test
3191,R03191,0,train
3192,R03192,0,train
3193,R03193,0,train
3194,R03194,0,train
3195,R03195,0,train
3196,R03196,0,train
3197,R03197,0,train
3198,R03198,0,train
3199,R03199,0,val
3200,R03200,0,train
3201,R03201,0,train
3202,R03202,0,train
3203,R03203,0,val
3204,R03204,0,train
3205,R03205,0,train
3206,R03206,0,train
3207,R03207,0,val
3208,R03208,1,train
3209,R03209,0,train
3210,R03210,0,train
3211,R03211,0,val
3212,R03212,0,test
3213,R03213,0,train
3214,R03214,0,train
3215,R03215,0,train
3216,R03216,0,train
3217,R03217,1,val
3218,R03218,0,train
3219,R03219,0,train
3220,R03220,0,test
3221,R03221,0,train
3222,R03222,0,train
3223,R03223,0,train
3224,R03224,0,train
3225,R03225,0,train
3226,R03226,0,train
3227,R03227,0,train
3228,R03228,0,val
3229,R03229,0,train
3230,R03230,0,train
3231,R03231,0,train
3232,R03232,0,val
3233,R03233,0,train
3234,R03234,0,train
3235,R03235,1,train
3236,R03236,1,train
3237,R03237,0,train
3238,R03238,0,val
3239,R03239,0,train
3240,R03240,0,train
3241,R03241,1,train
3242,R03242,0,train
3243,R03243,0,train
3244,R03244,1,test
3245,R03245,0,train
3246,R03246,0,test
3247,R03247,0,train
3248,R03248,0,train
3249,R03249,0,train
3250,R03250,0,train
3251,R03251,0,train
3252,R03252,0,test
3253,R03253,0,val
3254,R03254,0,train
3255,R03255,0,train
3256,R03256,0,train
3257,R03257,0,val
3258,R03258,0,train
3259,R03259,0,train
3260,R03260,0,test
3261,R03261,0,train
3262,R03262,0,train
3263,R03263,0,train
3264,R03264,0,val
3265,R03265,0,train
3266,R03266,0,train
3267,R03267,0,train
3268,R03268,0,train
3269,R03269,1,train
3270,R03270,0,train
3271,R03271,0,train
3272,R03272,0,val
3273,R03273,1,train
3274,R03274,1,train
3275,R03275,0,val
3276,R03276,0,train
3277,R03277,0,train
3278,R03278,0,val
3279,R03279,0,train
3280,R03280,0,train
3281,R03281,0,train
3282,R03282,0,test
3283,R03283,0,train
3284,R03284,0,train
3285,R03285,0,train
3286,R03286,0,train
3287,R03287,0,test
3288,R03288,0,train
3289,R03289,0,train
3290,R03290,0,train
3291,R03291,0,test
3292,R03292,0,test
3293,R03293,0,test
3294,R03294,0,train
3295,R03295,0,train
3296,R03296,1,val
3297,R03297,0,train
3298,R03298,0,test
3299,R03299,0,train
3300,R03300,0,train
3301,R03301,0,train
3302,R03302,0,test
3303,R03303,1,val
3304,R03304,0,train
3305,R03305,0,test
3306,R03306,0,train
3307,R03307,0,train
3308,R03308,0,test
3309,R03309,1,val
3310,R03310,0,train
3311,R03311,0,train
3312,R03312,0,val
3313,R03313,0,val
3314,R03314,0,train
3315,R03315,0,train
3316,R03316,0,train
3317,R03317,0,train
3318,R03318,0,train
3319,R03319,0,train
3320,R03320,0,val
3321,R03321,0,train
3322,R03322,0,train
3323,R03323,0,train
3324,R03324,0,train
3325,R03325,0,train
3326,R03326,0,train
3327,R03327,0,train
3328,R03328,0,train
3329,R03329,0,train
3330,R03330,0,test
3331,R03331,0,test
3332,R03332,0,train
3333,R03333,0,train
3334,R03334,0,test
3335,R03335,0,train
3336,R03336,0,test
3337,R03337,0,train
3338,R03338,0,train
3339,R03339,0,train
3340,R03340,0,train
3341,R03341,0,train
3342,R03342,0,val
3343,R03343,0,train
3344,R03344,0,train
3345,R03345,0,val
3346,R03346,0,train
3347,R03347,0,test
3348,R03348,0,train
3349,R03349,0,train
3350,R03350,0,train
3351,R03351,0,train
3352,R03352,0,val
3353,R03353,0,train
3354,R03354,0,train
3355,R03355,0,train
3356,R03356,0,train
3357,R03357,0,test
3358,R03358,0,train
3359,R03359,0,train
3360,R03360,1,train
3361,R03361,0,test
3362,R03362,0,train
3363,R03363,0,train
3364,R03364,0,train
3365,R03365,0,test
3366,R03366,0,val
3367,R03367,0,val
3368,R03368,0,test
3369,R03369,0,train
3370,R03370,0,train
3371,R03371,0,test
3372,R03372,0,train
3373,R03373,0,val
3374,R03374,0,train
3375,R03375,0,test
3376,R03376,0,train
3377,R03377,0,train
3378,R03378,0,train
3379,R03379,0,train
3380,R03380,0,train
3381,R03381,0,val
3382,R03382,0,train
3383,R03383,0,train
3384,R03384,0,test
3385,R03385,0,train
3386,R03386,0,train
3387,R03387,0,train
3388,R03388,1,train
3389,R03389,0,test
3390,R03390,0,test
3391,R03391,0,val
3392,R03392,0,train
3393,R03393,0,train
3394,R03394,0,test
3395,R03395,0,train
3396,R03396,0,val
3397,R03397,0,train
3398,R03398,0,test
3399,R03399,0,train
3400,R03400,0,train
3401,R03401,0,train
3402,R03402,0,train
3403,R03403,0,test
3404,R03404,0,train
3405,R03405,0,test
3406,R03406,0,train
3407,R03407,0,train
3408,R03408,0,train
3409,R03409,0,test
3410,R03410,0,train
3411,R03411,0,val
3412,R03412,0,train
3413,R03413,0,test
3414,R03414,0,train
3415,R03415,0,val
3416,R03416,0,train
3417,R03417,0,train
3418,R03418,0,train
3419,R03419,0,train
3420,R03420,0,train
3421,R03421,0,train
3422,R03422,0,train
3423,R03423,0,train
3424,R03424,0,val
3425,R03425,0,train
3426,R03426,0,val
3427,R03427,0,train
3428,R03428,0,train
3429,R03429,0,train
3430,R03430,0,train
3431,R03431,0,train
3432,R03432,0,train
3433,R03433,0,train
3434,R03434,0,train
3435,R03435,0,train
3436,R03436,0,train
3437,R03437,0,train
3438,R03438,0,test
3439,R03439,0,train
3440,R03440,0,train
3441,R03441,0,train
3442,R03442,0,train
3443,R03443,0,train
3444,R03444,0,train
3445,R03445,0,test
3446,R03446,0,train
3447,R03447,0,test
3448,R03448,0,train
3449,R03449,0,train
3450,R03450,0,train
3451,R03451,0,train
3452,R03452,0,train
3453,R03453,0,train
3454,R03454,0,train
3455,R03455,0,train
3456,R03456,0,test
3457,R03457,0,train
3458,R03458,0,train
3459,R03459,0,train
3460,R03460,0,test
3461,R03461,1,test
3462,R03462,0,test
3463,R03463,0,train
3464,R03464,0,train
3465,R03465,1,train
3466,R03466,0,train
3467,R03467,0,train
3468,R03468,1,val
3469,R03469,0,train
3470,R03470,0,train
3471,R03471,0,train
3472,R03472,0,train
3473,R03473,0,test
3474,R03474,0,val
3475,R03475,0,test
3476,R03476,1,train
3477,R03477,0,train
3478,R03478,0,train
3479,R03479,0,val
3480,R03480,0,train
3481,R03481,0,train
3482,R03482,0,train
3483,R03483,0,train
3484,R03484,0,val
3485,R03485,0,train
3486,R03486,0,val
3487,R03487,0,train
3488,R03488,1,train
3489,R03489,0,train
3490,R03490,0,train
3491,R03491,0,train
3492,R03492,0,train
3493,R03493,0,train
3494,R03494,0,train
3495,R03495,0,val
3496,R03496,0,val
3497,R03497,0,test
3498,R03498,0,test
3499,R03499,0,test
3500,R03500,0,train
3501,R03501,0,train
3502,R03502,0,train
3503,R03503,0,train
3504,R03504,0,train
3505,R03505,0,test
3506,R03506,1,train
3507,R03507,0,train
3508,R03508,1,train
3509,R03509,1,train
3510,R03510,0,test
3511,R03511,0,test
3512,R03512,0,train
3513,R03513,0,train
3514,R03514,0,train
3515,R03515,0,train
3516,R03516,0,test
3517,R03517,1,train
3518,R03518,0,train
3519,R03519,0,train
3520,R03520,0,train
3521,R03521,0,test
3522,R03522,0,train
3523,R03523,0,test
3524,R03524,0,test
3525,R03525,0,train
3526,R03526,0,test
3527,R03527,0,train
3528,R03528,0,train
3529,R03529,0,train
3530,R03530,0,test
3531,R03531,0,val
3532,R03532,0,val
3533,R03533,0,train
3534,R03534,0,train
3535,R03535,0,train
3536,R03536,0,train
3537,R03537,0,train
3538,R03538,0,val
3539,R03539,0,train
3540,R03540,0,val
3541,R03541,0,train
3542,R03542,0,train
3543,R03543,0,train
3544,R03544,1,train
3545,R03545,0,train
3546,R03546,0,test
3547,R03547,0,val
3548,R03548,0,val
3549,R03549,0,train
3550,R03550,0,train
3551,R03551,0,train
3552,R03552,0,train
3553,R03553,0,train
3554,R03554,0,train
3555,R03555,0,train
3556,R03556,1,val
3557,R03557,0,train
3558,R03558,0,test
3559,R03559,0,val
3560,R03560,0,train
3561,R03561,0,test
3562,R03562,0,train
3563,R03563,0,train
3564,R03564,0,test
3565,R03565,0,test
3566,R03566,0,train
3567,R03567,0,train
3568,R03568,0,train
3569,R03569,0,train
3570,R03570,0,train
3571,R03571,1,val
3572,R03572,0,train
3573,R03573,0,test
3574,R03574,0,train
3575,R03575,0,train
3576,R03576,0,test
3577,R03577,0,train
3578,R03578,0,train
3579,R03579,0,train
3580,R03580,0,val
3581,R03581,0,train
3582,R03582,0,train
3583,R03583,0,train
3584,R03584,0,train
3585,R03585,0,train
3586,R03586,0,train
3587,R03587,0,train
3588,R03588,0,val
3589,R03589,0,train
3590,R03590,0,train
3591,R03591,0,train
3592,R03592,0,test
3593,R03593,0,train
3594,R03594,0,train
3595,R03595,0,test
3596,R03596,0,train
3597,R03597,1,train
3598,R03598,0,train
3599,R03599,0,train
3600,R03600,0,train
3601,R03601,1,train
3602,R03602,0,test
3603,R03603,0,val
3604,R03604,0,train
3605,R03605,0,train
3606,R03606,0,val
3607,R03607,0,val
3608,R03608,0,val
3609,R03609,0,train
3610,R03610,0,train
3611,R03611,0,train
3612,R03612,0,train
3613,R03613,0,train
3614,R03614,0,train
3615,R03615,0,train
3616,R03616,0,train
3617,R03617,0,train
3618,R03618,0,test
3619,R03619,0,train
3620,R03620,0,train
3621,R03621,0,train
3622,R03622,0,train
3623,R03623,0,train
3624,R03624,0,test
3625,R03625,0,train
3626,R03626,1,train
3627,R03627,0,train
3628,R03628,0,train
3629,R03629,0,test
3630,R03630,0,val
3631,R03631,0,val
3632,R03632,0,train
3633,R03633,0,train
3634,R03634,0,train
3635,R03635,0,val
3636,R03636,0,train
3637,R03637,0,train
3638,R03638,0,train
3639,R03639,0,train
3640,R03640,1,test
3641,R03641,0,train
3642,R03642,0,train
3643,R03643,0,val
3644,R03644,0,test
3645,R03645,0,train
3646,R03646,0,train
3647,R03647,0,val
3648,R03648,0,test
3649,R03649,0,train
3650,R03650,0,train
3651,R03651,0,train
3652,R03652,0,test
3653,R03653,0,train
3654,R03654,0,train
3655,R03655,0,train
3656,R03656,0,train
3657,R03657,0,train
3658,R03658,0,val
3659,R03659,0,train
3660,R03660,0,val
3661,R03661,0,train
3662,R03662,0,val
3663,R03663,0,train
3664,R03664,0,val
3665,R03665,0,test
3666,R03666,1,train
3667,R03667,1,train
3668,R03668,0,train
3669,R03669,0,train
3670,R03670,0,train
3671,R03671,0,train
3672,R03672,0,train
3673,R03673,0,test
3674,R03674,0,train
3675,R03675,0,val
3676,R03676,0,train
3677,R03677,0,train
3678,R03678,0,train
3679,R03679,0,test
3680,R03680,0,val
3681,R03681,0,train
3682,R03682,0,train
3683,R03683,0,val
3684,R03684,0,train
3685,R03685,0,train
3686,R03686,0,train
3687,R03687,0,train
3688,R03688,0,train
3689,R03689,0,train
3690,R03690,0,train
3691,R03691,0,test
3692,R03692,0,val
3693,R03693,0,val
3694,R03694,0,val
3695,R03695,0,test
