record_id,y,split
R01748,0,train
R01749,0,train
R01750,0,train
R01751,0,train
R01752,0,train
R01753,0,val
R01754,0,train
R01755,0,val
R01756,0,train
R01757,0,train
R01758,0,train
R01759,0,val
R01760,0,train
R01761,0,train
R01762,0,test
R01763,1,train
R01764,0,train
R01765,0,train
R01766,0,val
R01767,0,train
R01768,0,train
R01769,0,val
R01770,0,train
R01771,0,val
R01772,0,test
R01773,0,train
R01774,0,train
R01775,0,test
R01776,0,train
R01777,0,val
R01778,0,train
R01779,0,train
R01780,0,val
R01781,0,train
R01782,0,train
R01783,0,val
R01784,0,train
R01785,0,train
R01786,0,test
R01787,0,train
R01788,0,train
R01789,0,val
R01790,0,train
R01791,0,train
R01792,0,train
R01793,0,val
R01794,0,train
R01795,0,train
R01796,0,val
R01797,0,train
R01798,0,train
R01799,0,test
R01800,0,train
R01801,0,val
R01802,0,test
R01803,0,train
R01804,1,train
R01805,0,train
R01806,0,val
R01807,0,train
R01808,0,test
R01809,0,train
R01810,0,test
R01811,0,test
R01812,0,train
R01813,0,train
R01814,0,train
R01815,0,train
R01816,0,train
R01817,0,train
R01818,0,test
R01819,0,train
R01820,0,test
R01821,0,test
R01822,0,train
R01823,0,train
R01824,0,test
R01825,0,train
R01826,0,val
R01827,0,train
R01828,0,test
R01829,0,test
R01830,0,train
R01831,0,train
R01832,0,train
R01833,0,test
R01834,0,test
R01835,0,train
R01836,0,val
R01837,0,train
R01838,0,train
R01839,1,train
R01840,0,train
R01841,0,train
R01842,0,train
R01843,0,train
R01844,0,train
R01845,0,test
R01846,0,train
R01847,0,train
R01848,0,train
R01849,0,train
R01850,0,val
R01851,0,train
R01852,0,train
R01853,0,test
R01854,0,train
R01855,0,val
R01856,0,train
R01857,0,train
R01858,0,train
R01859,0,train
R01860,0,test
R01861,0,train
R01862,0,train
R01863,0,train
R01864,0,train
R01865,0,train
R01866,0,train
R01867,0,train
R01868,0,train
R01869,0,train
R01870,0,train
R01871,0,test
R01872,1,train
R01873,0,train
R01874,0,train
R01875,0,train
R01876,0,train
R01877,1,train
R01878,0,train
R01879,0,test
R01880,0,val
R01881,0,train
R01882,0,train
R01883,0,train
R01884,0,train
R01885,0,val
R01886,0,train
R01887,0,train
R01888,0,test
R01889,0,train
R01890,0,train
R01891,1,train
R01892,0,train
R01893,0,train
R01894,0,train
R01895,0,train
R01896,0,test
R01897,0,train
R01898,1,train
R01899,0,test
R01900,0,train
R01901,0,train
R01902,0,val
R01903,0,train
R01904,0,train
R01905,0,train
R01906,0,test
R01907,0,val
R01908,0,train
R01909,0,train
R01910,0,train
R01911,0,train
R01912,0,train
R01913,0,val
R01914,0,train
R01915,0,test
R01916,0,test
R01917,0,train
R01918,0,train
R01919,1,train
R01920,0,test
R01921,0,val
R01922,0,train
R01923,1,train
R01924,0,train
R01925,0,train
R01926,0,train
R01927,0,train
R01928,0,train
R01929,0,train
R01930,0,val
R01931,0,train
R01932,0,val
R01933,0,test
R01934,0,train
R01935,1,test
R01936,0,test
R01937,0,test
R01938,0,train
R01939,0,val
R01940,0,val
R01941,0,train
R01942,0,train
R01943,0,train
R01944,0,train
R01945,0,train
R01946,0,train
R01947,0,test
R01948,0,train
R01949,0,train
R01950,0,train
R01951,0,val
R01952,0,train
R01953,0,train
R01954,0,train
R01955,0,val
R01956,0,train
R01957,0,train
R01958,0,val
R01959,0,train
R01960,0,val
R01961,0,train
R01962,0,test
R01963,0,train
R01964,0,train
R01965,0,train
R01966,0,test
R01967,0,train
R01968,0,train
R01969,0,val
R01970,0,train
R01971,0,train
R01972,0,train
R01973,0,val
R01974,0,train
R01975,0,train
R01976,0,train
R01977,0,train
R01978,0,train
R01979,0,train
R01980,0,val
R01981,0,train
R01982,0,train
R01983,0,train
R01984,0,train
R01985,0,test
R01986,0,test
R01987,0,train
R01988,0,test
R01989,0,train
R01990,0,val
R01991,1,train
R01992,0,test
R01993,0,test
R01994,0,train
R01995,0,test
R01996,0,train
R01997,0,train
R01998,0,train
R01999,0,train
R02000,0,train
R02001,0,test
R02002,0,train
R02003,0,train
R02004,0,train
R02005,0,train
R02006,0,test
R02007,0,val
R02008,0,test
R02009,0,train
R02010,0,train
R02011,0,val
R02012,0,train
R02013,0,val
R02014,1,train
R02015,0,train
R02016,0,train
R02017,0,train
R02018,0,val
R02019,0,val
R02020,0,test
R02021,0,train
R02022,0,train
R02023,0,train
R02024,0,train
R02025,0,train
R02026,0,val
R02027,1,val
R02028,0,val
R02029,0,val
R02030,0,val
R02031,0,train
R02032,0,test
R02033,0,val
R02034,0,train
R02035,1,train
R02036,0,train
R02037,0,test
R02038,0,train
R02039,0,train
R02040,0,train
R02041,0,train
R02042,0,train
R02043,0,train
R02044,0,test
R02045,0,test
R02046,0,train
R02047,0,test
R02048,0,train
R02049,0,train
R02050,0,train
R02051,0,train
R02052,0,train
R02053,0,val
R02054,0,train
R02055,0,test
R02056,0,train
R02057,0,train
R02058,0,train
R02059,0,train
R02060,0,train
R02061,0,train
R02062,0,val
R02063,0,val
R02064,1,train
R02065,0,train
R02066,0,train
R02067,0,train
R02068,0,test
R02069,0,train
R02070,0,train
R02071,0,train
R02072,0,train
R02073,0,train
R02074,0,train
R02075,0,train
R02076,0,train
R02077,0,train
R02078,0,test
R02079,0,val
R02080,0,val
R02081,0,val
R02082,0,train
R02083,0,train
R02084,0,train
R02085,0,val
R02086,0,test
R02087,0,train
R02088,0,train
R02089,0,train
R02090,0,train
R02091,0,train
R02092,0,train
R02093,0,train
R02094,0,train
R02095,1,train
R02096,0,train
R02097,0,val
R02098,1,train
R02099,0,train
R02100,0,train
R02101,0,test
R02102,0,test
R02103,0,train
R02104,0,train
R02105,0,train
R02106,0,test
R02107,0,val
R02108,0,train
R02109,0,train
R02110,0,train
R02111,0,train
R02112,0,val
R02113,0,train
R02114,0,val
R02115,0,train
R02116,0,train
R02117,0,test
R02118,1,train
R02119,0,val
R02120,0,train
R02121,0,test
R02122,0,train
R02123,0,train
R02124,0,train
R02125,0,train
R02126,0,train
R02127,0,train
R02128,0,train
R02129,0,train
R02130,0,train
R02131,0,train
R02132,0,train
R02133,0,train
R02134,0,test
R02135,0,val
R02136,0,train
R02137,0,test
R02138,0,test
R02139,0,train
R02140,0,train
R02141,1,train
R02142,0,train
R02143,0,train
R02144,0,train
R02145,0,test
R02146,0,train
R02147,0,val
R02148,0,train
R02149,0,train
R02150,0,train
R02151,0,train
R02152,1,train
R02153,0,train
R02154,0,val
R02155,0,train
R02156,0,train
R02157,0,train
R02158,0,train
R02159,0,train
R02160,0,train
R02161,0,val
R02162,0,train
R02163,0,train
R02164,0,train
R02165,0,val
R02166,0,test
R02167,0,train
R02168,0,train
R02169,0,train
R02170,0,train
R02171,0,test
R02172,0,val
R02173,0,test
R02174,0,val
R02175,0,train
R02176,0,train
R02177,0,train
R02178,0,val
R02179,0,train
R02180,0,train
R02181,0,train
R02182,0,train
R02183,0,val
R02184,0,train
R02185,0,train
R02186,0,train
R02187,0,train
R02188,0,train
R02189,0,test
R02190,0,test
R02191,0,val
R02192,0,train
R02193,0,test
R02194,0,val
R02195,0,test
R02196,0,train
R02197,0,val
R02198,0,train
R02199,0,val
R02200,0,val
R02201,0,train
R02202,0,train
R02203,0,val
R02204,0,test
R02205,0,train
R02206,0,train
R02207,0,train
R02208,0,val
R02209,0,val
R02210,0,train
R02211,0,train
R02212,0,train
R02213,0,train
R02214,0,train
R02215,0,train
R02216,0,train
R02217,0,test
R02218,0,val
R02219,0,val
R02220,0,test
R02221,0,train
R02222,1,test
R02223,0,train
R02224,0,val
R02225,0,train
R02226,0,train
R02227,0,test
R02228,0,train
R02229,0,test
R02230,0,val
R02231,0,train
R02232,0,val
R02233,0,train
R02234,0,train
R02235,0,val
R02236,0,val
R02237,0,test
R02238,0,train
R02239,0,val
R02240,0,train
R02241,0,val
R02242,0,train
R02243,0,val
R02244,0,train
R02245,0,test
R02246,0,train
R02247,0,val
R02248,0,train
R02249,0,train
R02250,0,test
R02251,0,train
R02252,0,train
R02253,0,test
R02254,0,train
R02255,0,val
R02256,0,val
R02257,0,train
R02258,0,train
R02259,0,train
R02260,0,train
R02261,0,val
R02262,0,train
R02263,0,train
R02264,0,train
R02265,0,train
R02266,0,train
R02267,0,val
R02268,0,train
R02269,0,val
R02270,0,train
R02271,0,val
R02272,0,train
R02273,0,train
R02274,0,test
R02275,0,val
R02276,1,train
R02277,0,val
R02278,0,train
R02279,0,train
R02280,0,train
R02281,0,train
R02282,0,val
R02283,0,train
R02284,0,train
R02285,0,val
R02286,1,train
R02287,0,test
R02288,0,train
R02289,0,test
R02290,0,train
R02291,0,train
R02292,1,train
R02293,0,val
R02294,0,train
R02295,0,val
R02296,0,test
R02297,0,train
R02298,0,train
R02299,0,train
R02300,0,test
R02301,0,train
R02302,0,val
R02303,0,train
R02304,0,train
R02305,0,train
R02306,0,train
R02307,0,train
R02308,0,train
R02309,0,train
R02310,0,val
R02311,0,val
R02312,0,val
R02313,0,train
R02314,0,test
R02315,0,train
R02316,0,train
R02317,0,train
R02318,0,val
R02319,0,train
R02320,1,train
R02321,0,val
R02322,0,train
R02323,0,train
R02324,0,val
R02325,0,train
R02326,0,val
R02327,0,train
R02328,0,train
R02329,0,train
R02330,0,train
R02331,0,test
R02332,0,train
R02333,0,train
R02334,0,train
R02335,0,train
R02336,0,train
R02337,0,train
R02338,0,val
R02339,0,train
R02340,0,val
R02341,0,train
R02342,0,val
R02343,0,val
R02344,0,val
R02345,0,test
R02346,0,train
R02347,0,train
R02348,0,train
R02349,0,train
R02350,0,train
R02351,0,train
R02352,0,train
R02353,0,val
R02354,1,train
R02355,0,train
R02356,0,train
R02357,0,train
R02358,0,train
R02359,0,train
R02360,0,train
R02361,0,train
R02362,0,val
R02363,0,test
R02364,0,val
R02365,0,train
R02366,0,train
R02367,0,val
R02368,0,test
R02369,0,train
R02370,0,train
R02371,0,test
R02372,0,train
R02373,0,val
R02374,0,train
R02375,0,train
R02376,0,test
R02377,0,train
R02378,0,test
R02379,0,train
R02380,0,train
R02381,0,train
R02382,0,train
R02383,0,test
R02384,0,train
R02385,0,train
R02386,0,val
R02387,0,val
R02388,0,train
R02389,0,train
R02390,0,val
R02391,0,train
R02392,0,train
R02393,0,train
R02394,0,train
R02395,0,train
R02396,0,val
R02397,0,train
R02398,0,test
R02399,0,train
R02400,0,train
R02401,0,train
R02402,0,train
R02403,0,train
R02404,0,train
R02405,0,train
R02406,0,train
R02407,0,train
R02408,0,train
R02409,0,train
R02410,0,test
R02411,0,train
R02412,0,train
R02413,0,train
R02414,0,train
R02415,0,val
R02416,0,train
R02417,0,train
R02418,0,val
R02419,0,train
R02420,0,train
R02421,0,train
R02422,0,train
R02423,0,train
R02424,0,train
R02425,0,train
R02426,0,val
R02427,0,train
R02428,0,train
R02429,0,train
R02430,0,train
R02431,0,val
R02432,0,train
R02433,0,train
R02434,0,train
R02435,0,train
R02436,0,test
R02437,1,test
R02438,0,train
R02439,0,val
R02440,0,test
R02441,0,val
R02442,0,train
R02443,0,val
R02444,0,train
R02445,0,val
R02446,0,test
R02447,0,test
R02448,1,val
R02449,0,test
R02450,1,val
R02451,0,train
R02452,0,train
R02453,0,train
R02454,0,test
R02455,0,test
R02456,1,train
R02457,0,train
R02458,0,train
R02459,0,train
R02460,0,train
R02461,0,test
R02462,0,val
R02463,0,train
R02464,0,train
R02465,0,train
R02466,0,val
R02467,0,val
R02468,0,train
R02469,0,train
R02470,0,val
R02471,0,train
R02472,0,train
R02473,0,train
R02474,0,train
R02475,0,train
R02476,0,test
R02477,0,train
R02478,0,train
R02479,0,test
R02480,0,test
R02481,0,train
R02482,0,test
R02483,0,val
R02484,0,val
R02485,0,train
R02486,0,train
R02487,0,train
R02488,0,train
R02489,0,val
R02490,0,train
R02491,0,train
R02492,0,train
R02493,0,val
R02494,1,val
R02495,0,test
R02496,0,train
R02497,0,train
R02498,0,train
R02499,0,train
R02500,0,train
R02501,0,train
R02502,0,test
R02503,0,train
R02504,0,val
R02505,0,train
R02506,0,train
R02507,1,test
R02508,0,train
R02509,0,train
R02510,0,train
R02511,0,train
R02512,0,train
R02513,0,train
R02514,0,train
R02515,0,train
R02516,0,test
R02517,0,test
R02518,0,val
R02519,0,train
R02520,0,train
R02521,0,val
R02522,0,test
R02523,0,val
R02524,0,train
R02525,0,test
R02526,0,train
R02527,0,test
R02528,1,train
R02529,0,train
R02530,0,train
R02531,0,train
R02532,0,train
R02533,0,val
R02534,0,train
R02535,0,train
R02536,0,test
R02537,0,train
R02538,0,train
R02539,0,train
R02540,0,test
R02541,0,test
R02542,0,train
R02543,0,test
R02544,0,train
R02545,0,test
R02546,0,train
R02547,0,train
R02548,0,val
R02549,0,train
R02550,0,train
R02551,0,train
R02552,0,val
R02553,0,train
R02554,0,val
R02555,0,train
R02556,0,test
R02557,0,train
R02558,0,test
R02559,0,val
R02560,0,train
R02561,0,train
R02562,0,train
R02563,0,train
R02564,0,train
R02565,0,val
R02566,0,val
R02567,0,train
R02568,0,test
R02569,0,train
R02570,0,train
R02571,0,train
R02572,0,train
R02573,0,train
R02574,0,train
R02575,0,train
R02576,0,train
R02577,0,train
R02578,0,train
R02579,0,train
R02580,1,val
R02581,0,val
R02582,0,val
R02583,0,train
R02584,0,train
R02585,1,train
R02586,0,train
R02587,0,train
R02588,0,train
R02589,0,train
R02590,0,train
R02591,0,train
R02592,0,val
R02593,0,train
R02594,0,val
R02595,0,val
R02596,0,train
R02597,0,train
R02598,0,test
R02599,0,train
R02600,0,val
R02601,0,train
R02602,0,test
R02603,0,val
R02604,0,val
R02605,0,test
R02606,0,train
R02607,1,train
R02608,0,train
R02609,0,train
R02610,0,train
R02611,0,train
R02612,0,train
R02613,0,train
R02614,0,train
R02615,0,train
R02616,0,train
R02617,0,test
R02618,0,train
R02619,0,train
R02620,0,test
R02621,0,train
R02622,0,val
R02623,0,train
R02624,0,val
R02625,0,train
R02626,0,train
R02627,0,train
R02628,0,test
R02629,0,test
R02630,1,train
R02631,0,test
R02632,0,train
R02633,1,test
R02634,1,train
R02635,0,test
R02636,0,train
R02637,0,train
R02638,0,train
R02639,0,test
R02640,0,test
R02641,0,train
R02642,0,train
R02643,0,train
R02644,0,train
R02645,0,train
R02646,0,train
R02647,0,train
R02648,0,test
R02649,0,val
R02650,0,train
R02651,0,train
R02652,0,train
R02653,0,train
R02654,0,val
R02655,0,train
R02656,0,train
R02657,0,val
R02658,0,test
R02659,0,train
R02660,0,train
R02661,0,train
R02662,1,train
R02663,0,train
R02664,1,train
R02665,0,train
R02666,1,train
R02667,0,train
R02668,0,train
R02669,0,val
R02670,0,val
R02671,0,train
R02672,0,train
R02673,1,train
R02674,0,train
R02675,0,train
R02676,0,train
R02677,0,train
R02678,0,test
R02679,0,train
R02680,0,val
R02681,0,train
R02682,0,test
R02683,1,train
R02684,0,val
R02685,0,train
R02686,0,val
R02687,0,train
R02688,0,train
R02689,0,train
R02690,0,train
R02691,0,train
R02692,0,test
R02693,0,test
R02694,0,train
R02695,0,train
R02696,0,test
R02697,0,train
R02698,0,train
R02699,0,val
R02700,0,train
R02701,0,val
R02702,0,val
R02703,0,train
R02704,0,train
R02705,0,train
R02706,0,train
R02707,0,train
R02708,0,train
R02709,0,test
R02710,0,train
R02711,0,train
R02712,0,val
R02713,0,train
R02714,0,test
R02715,0,val
R02716,0,train
R02717,0,train
R02718,0,train
R02719,0,test
R02720,0,train
R02721,0,train
R02722,0,train
R02723,0,train
R02724,0,train
R02725,0,train
R02726,0,train
R02727,0,train
R02728,0,val
R02729,0,train
R02730,0,train
R02731,0,train
R02732,0,train
R02733,0,test
R02734,0,train
R02735,0,train
R02736,0,val
R02737,0,val
R02738,0,test
R02739,0,test
R02740,0,test
R02741,0,train
R02742,0,val
R02743,0,train
R02744,1,train
R02745,0,train
R02746,0,test
R02747,0,test
R02748,0,train
R02749,0,train
R02750,0,test
R02751,0,train
R02752,0,train
R02753,0,train
R02754,0,train
R02755,0,test
R02756,0,test
R02757,0,test
R02758,0,train
R02759,1,train
R02760,0,train
R02761,0,train
R02762,1,train
R02763,0,train
R02764,0,train
R02765,0,train
R02766,0,train
R02767,0,train
R02768,0,train
R02769,1,train
R02770,0,train
R02771,0,train
R02772,0,train
R02773,0,val
R02774,0,train
R02775,0,train
R02776,0,train
R02777,0,train
R02778,0,train
R02779,1,train
R02780,0,test
R02781,0,train
R02782,0,test
R02783,0,train
R02784,1,train
R02785,0,train
R02786,0,train
R02787,0,train
R02788,0,train
R02789,0,train
R02790,0,train
R02791,1,train
R02792,0,train
R02793,0,test
R02794,0,train
R02795,0,val
R02796,0,train
R02797,1,val
R02798,0,train
R02799,0,train
R02800,0,train
R02801,0,train
R02802,1,train
R02803,0,val
R02804,0,train
R02805,0,train
R02806,0,train
R02807,0,train
R02808,0,train
R02809,1,train
R02810,0,train
R02811,0,test
R02812,0,test
R02813,1,test
R02814,0,train
R02815,0,train
R02816,0,train
R02817,0,test
R02818,0,test
R02819,0,train
R02820,0,train
R02821,0,train
R02822,0,train
R02823,1,train
R02824,0,train
R02825,0,train
R02826,0,train
R02827,0,test
R02828,0,test
R02829,0,train
R02830,0,test
R02831,0,train
R02832,0,train
R02833,0,test
R02834,0,test
R02835,0,test
R02836,0,train
R02837,0,val
R02838,0,train
R02839,0,val
R02840,0,train
R02841,0,val
R02842,0,val
R02843,0,val
R02844,0,val
R02845,0,val
R02846,0,train
R02847,0,val
R02848,0,test
R02849,0,test
R02850,0,train
R02851,0,train
R02852,0,test
R02853,0,train
R02854,0,val
R02855,0,train
R02856,1,test
R02857,0,val
R02858,1,train
R02859,0,train
R02860,0,val
R02861,0,train
R02862,0,train
R02863,0,val
R02864,0,train
R02865,0,train
R02866,0,test
R02867,0,val
R02868,0,val
R02869,0,test
R02870,0,train
R02871,0,train
R02872,0,train
R02873,0,val
R02874,0,train
R02875,0,train
R02876,0,test
R02877,0,test
R02878,1,val
R02879,0,train
R02880,0,val
R02881,0,train
R02882,0,train
R02883,0,train
R02884,0,val
R02885,0,test
R02886,0,train
R02887,0,train
R02888,0,test
R02889,0,train
R02890,0,test
R02891,0,val
R02892,0,train
R02893,0,train
R02894,1,train
R02895,0,val
R02896,1,train
R02897,0,train
R02898,0,train
R02899,0,train
R02900,0,train
R02901,0,train
R02902,0,val
R02903,0,train
R02904,0,train
R02905,0,test
R02906,0,train
R02907,0,train
R02908,0,train
R02909,0,train
R02910,0,test
R02911,0,test
R02912,0,train
R02913,0,train
R02914,0,train
R02915,0,train
R02916,0,test
R02917,0,train
R02918,0,train
R02919,0,train
R02920,0,train
R02921,0,train
R02922,0,train
R02923,0,train
R02924,0,test
R02925,0,train
R02926,0,train
R02927,0,train
R02928,0,train
R02929,0,train
R02930,0,train
R02931,0,train
R02932,0,val
R02933,0,train
R02934,1,test
R02935,0,train
R02936,0,train
R02937,1,train
R02938,0,train
R02939,0,train
R02940,0,train
R02941,0,train
R02942,0,train
R02943,0,train
R02944,0,test
R02945,0,test
R02946,0,test
R02947,0,train
R02948,0,val
R02949,0,train
R02950,0,val
R02951,0,train
R02952,0,train
R02953,1,val
R02954,0,train
R02955,0,train
R02956,0,val
R02957,0,train
R02958,0,train
R02959,0,train
R02960,0,train
R02961,0,val
R02962,0,test
R02963,0,train
R02964,0,train
R02965,0,train
R02966,0,val
R02967,0,train
R02968,0,train
R02969,0,val
R02970,0,train
R02971,0,train
R02972,0,test
R02973,0,val
R02974,0,train
R02975,0,test
R02976,0,val
R02977,0,train
R02978,0,val
R02979,0,train
R02980,0,train
R02981,1,train
R02982,0,test
R02983,0,train
R02984,0,train
R02985,0,train
R02986,0,test
R02987,0,train
R02988,0,train
R02989,0,train
R02990,0,test
R02991,0,train
R02992,0,train
R02993,0,train
R02994,0,train
R02995,0,val
R02996,0,train
R02997,0,train
R02998,0,train
R02999,0,val
R03000,0,train
R03001,0,val
R03002,0,train
R03003,0,train
R03004,0,train
R03005,0,train
R03006,0,train
R03007,0,train
R03008,0,train
R03009,0,train
R03010,0,train
R03011,0,train
R03012,0,test
R03013,0,val
R03014,0,train
R03015,0,val
R03016,0,train
R03017,0,train
R03018,0,train
R03019,0,train
R03020,0,train
R03021,0,val
R03022,0,train
R03023,0,train
R03024,0,train
R03025,0,train
R03026,0,test
R03027,0,train
R03028,1,train
R03029,0,train
R03030,0,train
R03031,0,train
R03032,0,train
R03033,0,train
R03034,0,train
R03035,0,train
R03036,0,train
R03037,0,train
R03038,0,train
R03039,0,train
R03040,0,test
R03041,0,test
R03042,0,train
R03043,0,val
R03044,0,train
R03045,0,train
R03046,0,train
R03047,0,train
R03048,0,train
R03049,0,train
R03050,0,train
R03051,0,train
R03052,0,train
R03053,0,test
R03054,0,train
R03055,1,train
R03056,0,test
R03057,0,train
R03058,0,val
R03059,0,train
R03060,0,train
R03061,0,test
R03062,0,train
R03063,0,val
R03064,0,train
R03065,0,train
R03066,0,test
R03067,0,train
R03068,0,train
R03069,0,train
R03070,0,train
R03071,0,train
R03072,0,test
R03073,0,train
R03074,0,train
R03075,0,train
R03076,0,train
R03077,0,train
R03078,0,train
R03079,0,test
R03080,0,train
R03081,0,train
R03082,0,val
R03083,1,val
R03084,0,train
R03085,0,train
R03086,0,train
R03087,0,test
R03088,1,train
R03089,0,train
R03090,0,train
R03091,0,train
R03092,0,train
R03093,0,train
R03094,0,train
R03095,0,train
R03096,0,train
R03097,0,test
R03098,0,train
R03099,0,train
R03100,0,test
R03101,0,val
R03102,0,train
R03103,1,train
R03104,0,val
R03105,0,train
R03106,0,train
R03107,0,train
R03108,0,train
R03109,0,test
R03110,0,train
R03111,0,train
R03112,0,train
R03113,0,val
R03114,0,train
R03115,0,val
R03116,0,train
R03117,0,train
R03118,0,val
R03119,0,test
R03120,0,train
R03121,1,val
R03122,0,train
R03123,0,train
R03124,0,train
R03125,0,train
R03126,0,train
R03127,0,train
R03128,0,train
R03129,0,train
R03130,0,train
R03131,0,train
R03132,0,val
R03133,0,train
R03134,0,train
R03135,0,test
R03136,0,train
R03137,0,val
R03138,0,train
R03139,0,train
R03140,0,test
R03141,0,train
R03142,0,train
R03143,0,train
R03144,0,train
R03145,1,train
R03146,0,val
R03147,0,train
R03148,0,train
R03149,0,train
R03150,0,train
R03151,0,val
R03152,0,train
R03153,0,train
R03154,0,train
R03155,0,test
R03156,0,train
R03157,0,train
R03158,0,train
R03159,0,train
R03160,0,train
R03161,0,train
R03162,0,train
R03163,0,train
R03164,0,test
R03165,0,train
R03166,0,train
R03167,0,train
R03168,0,train
R03169,0,train
R03170,0,train
R03171,1,train
R03172,0,train
R03173,0,train
R03174,0,train
R03175,0,train
R03176,0,train
R03177,0,test
R03178,0,train
R03179,0,test
R03180,0,train
R03181,0,train
R03182,0,train
R03183,0,train
R03184,0,test
R03185,0,train
R03186,1,test
R03187,0,test
R03188,0,train
R03189,0,train
R03190,0,val
R03191,0,train
R03192,0,test
R03193,0,train
R03194,0,val
R03195,0,train
R03196,0,val
R03197,0,val
R03198,0,train
R03199,0,train
R03200,0,train
R03201,0,train
R03202,0,val
R03203,0,train
R03204,0,train
R03205,0,train
R03206,0,test
R03207,0,train
R03208,1,train
R03209,0,train
R03210,0,test
R03211,0,train
R03212,0,train
R03213,0,train
R03214,0,val
R03215,0,train
R03216,0,train
R03217,1,train
R03218,0,train
R03219,0,train
R03220,0,val
R03221,0,train
R03222,0,train
R03223,0,train
R03224,0,train
R03225,0,train
R03226,0,train
R03227,0,train
R03228,0,train
R03229,0,test
R03230,0,train
R03231,0,val
R03232,0,test
R03233,0,val
R03234,0,test
R03235,1,train
R03236,1,train
R03237,0,train
R03238,0,test
R03239,0,train
R03240,0,train
R03241,1,test
R03242,0,val
R03243,0,train
R03244,1,val
R03245,0,train
R03246,0,train
R03247,0,train
R03248,0,train
R03249,0,train
R03250,0,test
R03251,0,val
R03252,0,train
R03253,0,train
R03254,0,train
R03255,0,train
R03256,0,val
R03257,0,val
R03258,0,train
R03259,0,train
R03260,0,train
R03261,0,train
R03262,0,train
R03263,0,val
R03264,0,test
R03265,0,train
R03266,0,train
R03267,0,train
R03268,0,train
R03269,1,val
R03270,0,train
R03271,0,train
R03272,0,train
R03273,1,train
R03274,1,train
R03275,0,train
R03276,0,train
R03277,0,val
R03278,0,train
R03279,0,test
R03280,0,train
R03281,0,train
R03282,0,train
R03283,0,val
R03284,0,train
R03285,0,train
R03286,0,val
R03287,0,train
R03288,0,val
R03289,0,train
R03290,0,train
R03291,0,train
R03292,0,train
R03293,0,train
R03294,0,train
R03295,0,train
R03296,1,train
R03297,0,train
R03298,0,train
R03299,0,train
R03300,0,val
R03301,0,train
R03302,0,train
R03303,1,train
R03304,0,train
R03305,0,test
R03306,0,train
R03307,0,val
R03308,0,val
R03309,1,train
R03310,0,train
R03311,0,val
R03312,0,train
R03313,0,test
R03314,0,train
R03315,0,train
R03316,0,train
R03317,0,train
R03318,0,train
R03319,0,test
R03320,0,train
R03321,0,val
R03322,0,train
R03323,0,train
R03324,0,train
R03325,0,train
R03326,0,train
R03327,0,train
R03328,0,train
R03329,0,test
R03330,0,train
R03331,0,test
R03332,0,train
R03333,0,train
R03334,0,train
R03335,0,train
R03336,0,train
R03337,0,test
R03338,0,train
R03339,0,train
R03340,0,val
R03341,0,train
R03342,0,train
R03343,0,train
R03344,0,train
R03345,0,val
R03346,0,train
R03347,0,test
R03348,0,train
R03349,0,train
R03350,0,train
R03351,0,train
R03352,0,train
R03353,0,train
R03354,0,train
R03355,0,val
R03356,0,train
R03357,0,train
R03358,0,train
R03359,0,train
R03360,1,train
R03361,0,test
R03362,0,train
R03363,0,train
R03364,0,train
R03365,0,test
R03366,0,train
R03367,0,train
R03368,0,train
R03369,0,train
R03370,0,train
R03371,0,val
R03372,0,train
R03373,0,train
R03374,0,train
R03375,0,train
R03376,0,train
R03377,0,train
R03378,0,train
R03379,0,train
R03380,0,test
R03381,0,val
R03382,0,train
R03383,0,train
R03384,0,train
R03385,0,train
R03386,0,train
R03387,0,test
R03388,1,test
R03389,0,train
R03390,0,train
R03391,0,train
R03392,0,train
R03393,0,test
R03394,0,train
R03395,0,train
R03396,0,train
R03397,0,train
R03398,0,train
R03399,0,train
R03400,0,test
R03401,0,train
R03402,0,train
R03403,0,train
R03404,0,train
R03405,0,train
R03406,0,val
R03407,0,train
R03408,0,val
R03409,0,train
R03410,0,train
R03411,0,train
R03412,0,val
R03413,0,test
R03414,0,train
R03415,0,train
R03416,0,train
R03417,0,train
R03418,0,test
R03419,0,train
R03420,0,val
R03421,0,train
R03422,0,train
R03423,0,train
R03424,0,test
R03425,0,train
R03426,0,train
R03427,0,train
R03428,0,train
R03429,0,train
R03430,0,train
R03431,0,val
R03432,0,test
R03433,0,test
R03434,0,train
R03435,0,val
R03436,0,train
R03437,0,train
R03438,0,train
R03439,0,train
R03440,0,train
R03441,0,train
R03442,0,train
R03443,0,train
R03444,0,train
R03445,0,val
R03446,0,train
R03447,0,test
R03448,0,train
R03449,0,train
R03450,0,train
R03451,0,test
R03452,0,train
R03453,0,train
R03454,0,train
R03455,0,val
R03456,0,train
R03457,0,test
R03458,0,train
R03459,0,test
R03460,0,train
R03461,1,test
R03462,0,train
R03463,0,train
R03464,0,train
R03465,1,test
R03466,0,train
R03467,0,val
R03468,1,train
R03469,0,train
R03470,0,train
R03471,0,train
R03472,0,train
R03473,0,train
R03474,0,val
R03475,0,train
R03476,1,train
R03477,0,train
R03478,0,train
R03479,0,train
R03480,0,train
R03481,0,train
R03482,0,test
R03483,0,train
R03484,0,train
R03485,0,train
R03486,0,train
R03487,0,train
R03488,1,train
R03489,0,train
R03490,0,train
R03491,0,val
R03492,0,train
R03493,0,train
R03494,0,test
R03495,0,test
R03496,0,val
